product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,user_id,user_name,review_id,review_title,review_content,img_link,product_link
709,1239,10,339.0,1099.0,0.69,4.3,974,1225,1083,671,598,511,672,976,304
703,963,97,15490.0,20900.0,0.26,4.3,16299,888,1007,695,270,488,707,943,1099
486,660,10,499.0,1299.0,0.62,4.3,30411,981,1162,631,637,1108,1122,832,1353
128,397,49,249.0,399.0,0.38,3.4,4642,527,715,83,1120,574,1011,568,483
1092,15,93,399.0,799.0,0.5,4.3,12,1192,2,1067,742,1140,1196,1187,9
546,179,10,1499.0,1999.0,0.25,4.4,1951,566,4,357,359,823,221,1147,219
574,335,95,9490.0,15990.0,0.41,3.9,10480,326,954,115,179,983,989,1111,1185
433,1201,89,637.0,1499.0,0.58,4.1,24,979,575,106,316,1148,1151,1220,1363
717,14,93,399.0,899.0,0.56,3.9,254,15,556,958,1164,1078,810,287,12
355,98,90,1089.0,1600.0,0.32,4.0,3565,164,335,130,44,878,880,1009,96
506,1161,10,339.0,999.0,0.66,4.3,6255,1241,929,789,771,329,418,308,1304
713,821,10,149.0,499.0,0.7,4.0,7732,1212,127,1015,624,1032,597,558,900
1178,128,10,149.0,399.0,0.63,3.9,57,1120,594,599,319,851,242,1159,141
547,184,10,599.0,849.0,0.29,4.5,577,68,183,460,1144,326,885,10,221
508,579,93,299.0,1199.0,0.75,3.9,1193,259,680,636,1079,1127,142,274,660
342,1156,10,399.0,1299.0,0.69,4.2,13120,1199,761,670,830,383,396,567,1324
931,349,93,339.0,1999.0,0.83,4.0,343,1,831,500,1034,1173,1190,1155,414
1259,48,97,12499.0,22990.0,0.46,4.3,1611,853,145,558,88,966,1007,815,44
1014,1330,10,249.0,399.0,0.38,4.0,6558,1222,1101,72,1054,524,786,127,1459
370,1067,49,1399.0,2499.0,0.44,4.4,23169,1097,886,886,936,292,226,875,1210
1140,45,97,32999.0,47990.0,0.31,4.3,4703,844,537,243,140,1074,54,1292,47
1110,124,10,149.0,399.0,0.63,4.0,1423,402,850,54,973,235,174,1266,143
601,1166,10,325.0,999.0,0.67,4.3,2651,1227,565,904,201,1116,126,361,1321
1342,1050,10,399.0,1999.0,0.8,5.0,5,1057,350,138,195,489,756,70,1189
948,1014,49,199.0,499.0,0.6,3.7,612,1280,615,618,915,495,300,1185,1135
1176,371,10,88.0,299.0,0.71,4.0,9378,392,1048,0,797,1076,1102,939,443
702,1238,10,399.0,1099.0,0.64,4.1,2685,1267,368,38,238,122,932,411,307
1173,369,10,57.89,199.0,0.71,4.0,9378,391,1048,0,797,1076,1101,226,444
766,8,93,799.0,1999.0,0.6,3.3,576,275,1128,1142,85,133,864,1141,10
945,1019,93,205.0,499.0,0.59,3.8,313,936,1082,778,527,827,1111,81,1151
49,1036,10,299.0,699.0,0.57,4.1,2957,1088,435,46,314,407,863,1198,1174
144,1268,10,849.0,999.0,0.15,4.1,6736,272,1099,31,358,873,1115,717,668
1248,112,10,949.0,1999.0,0.53,4.4,13552,676,298,1050,343,497,219,439,112
290,99,10,499.0,1200.0,0.58,4.3,5451,287,805,359,432,810,256,698,98
93,80,10,299.0,485.0,0.38,4.3,10911,689,259,627,344,548,741,671,129
1249,113,10,949.0,1999.0,0.53,4.4,13552,677,298,1050,343,497,219,1106,113
757,1168,10,379.0,1099.0,0.66,4.3,2806,1273,1067,1151,1027,314,611,367,1318
1186,543,97,8990.0,18990.0,0.53,3.9,350,891,118,933,1174,13,1093,1016,617
7,190,90,486.0,1999.0,0.76,4.2,30023,367,634,514,372,990,1031,1290,225
371,1141,98,5699.0,11000.0,0.48,4.2,4003,943,446,137,1018,226,363,1325,1295
293,81,10,709.0,1999.0,0.65,4.1,178817,579,999,633,715,151,155,1205,95
1132,958,97,47990.0,70900.0,0.32,4.3,7109,848,994,262,898,97,99,991,1098
629,578,93,299.0,1199.0,0.75,3.7,490,261,1029,835,762,1086,670,1169,661
874,318,10,320.0,599.0,0.47,4.1,491,19,818,341,811,377,239,422,369
1228,1218,10,139.0,549.0,0.75,3.9,61,408,511,1150,549,936,59,143,1365
697,374,10,129.0,249.0,0.48,4.0,9378,987,1048,0,797,1076,1101,264,441
1233,647,97,24999.0,35999.0,0.31,4.2,32840,668,1008,536,33,586,773,1066,732
543,181,10,999.0,1699.0,0.41,4.4,7318,1122,1164,991,125,1135,805,33,217
765,1097,10,225.0,499.0,0.55,4.1,789,163,123,704,311,399,250,1163,1241
1285,235,93,547.0,2999.0,0.82,4.3,407,281,833,1130,1073,231,757,454,282
51,1035,10,259.0,699.0,0.63,3.8,2399,598,438,172,959,974,755,1355,1171
498,1122,93,239.0,699.0,0.66,4.4,2640,840,0,913,1082,205,836,1358,1263
873,270,93,349.0,999.0,0.65,4.0,839,1085,1102,944,240,150,787,958,329
50,191,89,467.0,599.0,0.22,4.4,44054,1208,923,446,1047,62,729,1346,226
108,136,10,449.0,599.0,0.25,4.0,3231,822,407,685,84,592,878,129,165
1123,1061,97,11990.0,31990.0,0.63,4.2,64,878,655,852,680,1115,732,805,1198
330,765,10,350.0,599.0,0.42,3.9,8314,288,587,321,894,952,41,279,844
811,663,10,252.0,999.0,0.75,3.7,2249,1198,317,1096,1043,1013,266,1243,736
596,1089,93,204.0,599.0,0.66,3.6,339,1050,316,110,362,1153,937,1275,1232
1319,1150,95,6490.0,9990.0,0.35,4.0,27,1288,797,214,738,68,272,669,1299
715,10,93,235.0,599.0,0.61,3.5,197,36,855,132,217,1002,1047,854,1230
94,111,10,299.0,800.0,0.63,4.5,74977,1077,687,673,119,734,853,535,100
1250,83,10,799.0,1999.0,0.6,4.2,8583,986,1174,974,172,820,445,206,77
533,295,93,299.0,999.0,0.7,3.8,928,1230,902,825,162,290,940,145,353
1187,542,98,6999.0,16990.0,0.59,3.8,110,890,640,69,120,729,648,548,616
813,736,97,42999.0,59999.0,0.28,4.1,6753,866,629,739,570,34,1012,391,814
700,845,89,173.0,999.0,0.83,4.3,1237,1220,428,157,812,611,452,1255,745
222,74,79,209.0,600.0,0.65,4.4,18872,673,224,254,243,266,1105,974,89
936,1269,10,848.99,1490.0,0.43,3.9,356,1011,383,71,430,649,972,667,1407
339,1159,10,649.0,1999.0,0.68,4.2,24269,1197,623,522,817,881,603,588,1307
787,148,93,299.0,899.0,0.67,3.8,425,664,1106,1052,268,369,161,167,176
525,249,94,399.0,799.0,0.5,4.1,1161,989,1064,790,441,300,451,734,294
1020,833,10,249.0,499.0,0.5,4.1,1508,1182,1170,1074,999,496,304,1079,911
489,1057,96,1249.0,2299.0,0.46,4.3,7636,373,593,495,165,1033,1157,118,1195
916,916,93,213.0,499.0,0.57,3.7,246,937,917,107,694,717,136,878,1016
613,1017,93,209.0,499.0,0.58,4.0,479,755,639,1144,611,102,858,911,1148
227,926,89,598.0,4999.0,0.88,4.2,910,1005,421,770,383,404,590,298,975
145,1267,10,799.0,1749.0,0.54,4.1,5626,944,473,385,746,1097,764,522,667
388,52,10,159.0,595.0,0.73,4.3,14184,17,700,198,621,1038,587,1360,33
183,95,7,499.0,1100.0,0.55,4.4,25177,332,1037,1152,970,60,75,1283,103
964,648,97,31999.0,49999.0,0.36,4.3,21252,666,842,124,86,608,548,2,583
991,1002,97,32990.0,56790.0,0.42,4.3,567,869,75,667,643,275,567,780,1120
428,576,93,299.0,1199.0,0.75,3.5,466,260,785,722,1003,391,224,363,659
1229,1217,10,128.31,549.0,0.77,3.9,61,408,511,1150,549,936,59,1234,1385
545,185,10,599.0,849.0,0.29,4.5,474,68,104,532,1050,797,1210,11,220
842,18,93,399.0,899.0,0.56,3.4,431,266,763,1172,58,1072,573,97,969
1216,1152,10,449.0,1099.0,0.59,4.0,242,1186,1062,1149,1159,93,57,1193,1303
904,469,10,254.0,799.0,0.68,4.0,2905,521,1131,185,6,52,822,1294,308
8,69,92,399.0,795.0,0.5,4.4,12091,108,27,382,7,456,209,1371,85
1108,126,10,179.0,399.0,0.55,4.0,1423,401,850,54,973,235,174,1206,144
507,1172,10,339.0,999.0,0.66,4.3,6255,1241,929,789,771,329,418,590,1302
246,248,94,399.0,999.0,0.6,4.0,1236,991,972,429,800,408,618,640,742
943,1015,93,199.0,399.0,0.5,4.2,1335,1253,1030,675,996,141,70,1215,1139
852,350,93,349.0,1999.0,0.83,3.8,197,264,844,278,531,462,683,1361,416
695,192,10,299.0,798.0,0.63,4.4,28791,67,996,1192,360,273,214,329,234
1203,1324,10,89.0,800.0,0.89,3.9,1075,938,320,640,247,946,513,72,1457
174,116,10,549.0,995.0,0.45,4.2,29746,290,142,1091,737,617,676,1084,132
871,274,10,129.0,1000.0,0.87,3.9,295,1082,631,170,283,525,186,259,335
1078,1018,97,77990.0,139900.0,0.44,4.7,5935,861,346,292,56,835,894,819,1149
863,12,93,349.0,799.0,0.56,3.6,323,268,547,724,799,256,938,284,11
1034,11,93,499.0,899.0,0.44,3.7,185,1191,589,1092,1157,668,217,193,14
275,1032,10,299.0,799.0,0.63,4.2,2117,479,295,971,487,118,127,421,1172
693,372,10,182.0,599.0,0.7,4.0,9378,803,1048,0,797,1076,1102,843,447
436,946,94,96.0,399.0,0.76,3.6,1796,604,94,810,401,365,650,493,1058
1282,1140,97,54990.0,85000.0,0.35,4.3,3587,868,1183,985,476,274,18,1357,1286
218,232,91,439.0,758.0,0.42,4.2,4296,1291,922,216,1074,246,208,392,279
600,1167,10,299.0,999.0,0.7,4.3,2651,653,565,904,201,1116,126,361,1320
287,1280,10,299.0,799.0,0.63,4.2,94363,1015,254,614,786,376,269,922,1033
300,82,10,789.0,1999.0,0.61,4.2,34540,580,114,287,394,644,979,633,94
159,90,89,299.0,700.0,0.57,4.4,8714,484,771,1018,1046,285,274,389,109
303,1160,10,325.0,1099.0,0.7,4.2,10576,1121,268,932,0,692,851,984,1315
548,182,10,1299.0,1999.0,0.35,4.4,7318,1002,1164,991,125,1135,805,1239,215
893,7,93,790.0,1999.0,0.6,3.0,103,1218,961,420,262,759,909,1166,324
954,884,81,4699.0,4699.0,0.0,4.5,224,1083,744,845,237,515,181,1190,979
1283,41,97,18999.0,24990.0,0.24,4.3,4702,874,537,243,140,1074,54,1107,41
1227,594,10,199.0,999.0,0.8,4.2,85,1123,439,152,792,434,788,1374,678
253,103,89,269.0,650.0,0.59,4.4,35877,675,255,798,924,879,297,506,93
829,296,87,1990.0,3100.0,0.36,4.0,897,83,908,1116,226,448,86,1164,227
955,540,86,2299.0,3999.0,0.43,3.8,282,457,106,68,176,891,176,1103,614
1260,44,97,35999.0,49990.0,0.28,4.3,1611,860,145,558,88,966,1007,792,48
847,305,93,349.0,999.0,0.65,4.2,513,1263,349,768,958,413,280,1041,373
925,1164,10,719.0,1499.0,0.52,4.1,1045,1278,463,466,896,467,290,944,1322
704,1143,97,8999.0,18999.0,0.53,4.0,6347,292,472,65,403,965,1006,1385,1449
252,59,96,917.0,2299.0,0.6,4.2,3300,686,869,650,577,825,734,281,63
956,580,93,399.0,999.0,0.6,3.3,23,41,220,92,234,1071,688,870,657
795,959,97,45999.0,69900.0,0.34,4.3,7109,846,994,262,898,97,99,1036,1097
1068,87,10,119.0,299.0,0.6,3.8,51,338,643,800,1111,362,15,27,83
922,670,97,21999.0,29999.0,0.27,4.2,32840,849,1008,536,33,586,774,1341,1448
738,147,93,299.0,599.0,0.5,3.7,708,313,887,123,919,993,1035,1246,177
1144,1103,97,21990.0,34990.0,0.37,4.3,1657,875,1019,515,644,8,480,1402,1245
1015,605,10,417.44,670.0,0.38,3.9,523,150,1152,555,876,689,204,68,689
1257,88,10,199.0,999.0,0.8,3.0,5179,1091,53,652,1139,944,366,1327,81
1184,572,97,47990.0,79990.0,0.4,4.3,1376,870,393,702,993,645,962,1398,653
719,1087,93,215.0,499.0,0.57,3.5,121,234,1133,720,281,660,492,1081,1231
1204,1326,10,99.0,800.0,0.88,3.9,1075,939,320,640,247,946,514,1212,1458
1236,1137,97,18999.0,35000.0,0.46,4.0,1001,850,1111,493,355,1062,855,797,1287
769,1033,10,249.0,999.0,0.75,4.3,112,211,199,872,1005,844,215,542,1175
219,557,98,7999.0,15999.0,0.5,3.8,3022,892,1049,824,342,955,16,822,635
289,100,10,649.0,1600.0,0.59,4.3,5451,286,805,359,432,810,256,980,97
1058,391,93,1289.0,2499.0,0.48,3.3,73,1216,1034,388,745,760,353,229,1282
406,91,89,609.0,1500.0,0.59,4.5,1029,40,464,1148,809,38,929,1348,106
1152,474,97,32990.0,54990.0,0.4,4.1,1555,843,579,1186,581,989,1098,708,559
1274,1104,89,599.0,1999.0,0.7,4.2,47,1231,918,433,265,264,82,297,1247
190,114,10,349.0,899.0,0.61,4.1,14896,291,931,791,1059,1042,203,900,133
768,556,97,29999.0,50999.0,0.41,4.4,1712,858,225,42,1040,430,522,749,636
920,1015,93,199.0,399.0,0.5,4.2,1335,1253,1030,675,996,141,70,1215,1138
968,17,93,349.0,699.0,0.5,3.9,214,1214,848,448,280,1046,560,136,17
921,767,94,1850.0,4500.0,0.59,4.0,184,990,539,361,700,9,47,31,849
1333,1148,95,13990.0,28900.0,0.52,4.5,7,1247,752,275,49,1045,715,615,1297
801,597,10,129.0,449.0,0.71,3.7,41,561,592,496,168,735,73,169,680
198,1063,89,379.0,999.0,0.62,4.2,12153,560,866,1053,453,123,946,794,1242
146,1091,89,185.0,499.0,0.63,4.2,25,336,649,251,575,783,686,782,1235
626,693,49,218.0,999.0,0.78,4.2,163,1204,571,876,698,937,1034,42,769
1226,584,10,199.0,999.0,0.8,4.3,87,839,987,947,8,379,258,124,666
404,67,89,499.0,900.0,0.45,4.4,2165,34,837,1048,429,922,1119,1348,107
1011,555,97,26999.0,42999.0,0.37,4.2,1510,842,957,518,290,631,1032,691,637
1253,1215,94,893.0,1052.0,0.15,4.3,106,1202,525,656,15,137,8,993,489
993,1003,97,10990.0,19990.0,0.45,3.7,129,886,126,67,992,887,957,1337,1121
635,1053,10,379.0,1099.0,0.66,4.3,3049,654,1075,906,250,245,779,1388,1191
1247,654,97,16999.0,25999.0,0.35,4.2,32840,854,1008,536,33,586,772,564,730
919,186,89,699.0,1899.0,0.63,4.4,390,134,650,32,537,526,1125,364,180
